AuthorID,Author,Date_original,Date,Content,Attachments,Reactions,
7.38E+17,ne1k0,2020/10/26 下午5:38,2020/10/26,"For the week I think it was somewhere around 70%, but I'd have to check.",,,
5.69E+17,cryptonic.,2020/10/26 下午5:38,2020/10/26,"> The one thing you may consider is periodically extending your lock to account for decay unless you're looking to exit at some point
@ne1k0 
an auto lock extender would be cool",,,
7.67E+17,johnny_f,2020/10/26 下午5:38,2020/10/26,"now imagine down the line, in a year, maybe the CRV price is only 0.1. Your personal APY might be pretty bad, even though it displays a huge APY number on the website",,,
7.67E+17,johnny_f,2020/10/26 下午5:39,2020/10/26,so it's all based on your assumptions if this is worth it,,,
9.47E+16,jiecut#9734,2020/10/26 下午5:39,2020/10/26,So APY is variable. Better way is to understand where it's coming from. It's coming from 50% of all transaction fees. Transaction fees are 0.04% of volume.,,,
7.38E+17,ne1k0,2020/10/26 下午5:39,2020/10/26,I suggested an ability to lock beyond 4 years where the only benefit was the lack of decay till you go to the 4 year mark. But I think technically this is not feasible.,,,
5.69E+17,cryptonic.,2020/10/26 下午5:39,2020/10/26,"> the APY number on veCRV is not fixed *for you* though, even if it stays the same.
> Scenario: you buy CRV to be locked at 0.4 per CRV and gain 100% APY on it. You get paid the 3CRVLP tokens for it that week.
> Next week: CRV is 0.3 and still 100% APY. 100% APY on 0.3 is only 0.3 though, so for your base price of 0.4 these 0.3 gain are 'only' 75% APY actually, even if it is displayed as 100% (because it takes the current price as basis, not yours). You get paid this 75% 3CRVLP tokens for that.
@Johnny F thanks very helpful, yes",,,
5.69E+17,cryptonic.,2020/10/26 下午5:40,2020/10/26,"> I suggested an ability to lock beyond 4 years where the only benefit was the lack of decay till you go to the 4 year mark. But I think technically this is not feasible.
@ne1k0 yeah no worries",,,
5.69E+17,cryptonic.,2020/10/26 下午5:40,2020/10/26,"how does the boost distribute across the pools where I am LP?
evenly? can I assign it to one of another pool?",,,
7.38E+17,ne1k0,2020/10/26 下午5:40,2020/10/26,"it's not assigned, it's calculated per pool",,,
7.38E+17,ne1k0,2020/10/26 下午5:41,2020/10/26,so your veCRV is a constant and used in each individual calculation,,,
5.69E+17,cryptonic.,2020/10/26 下午5:41,2020/10/26,so its not shared proportionally but applies for each pool,,,
5.69E+17,cryptonic.,2020/10/26 下午5:42,2020/10/26,"say I have 100k locked
in Pool A this is enough for boost 2.5
in Pool B this is just enough for 1.20
etc",,,
7.38E+17,ne1k0,2020/10/26 下午5:42,2020/10/26,"I'm not sure what you're asking. Your boost is calculated using your proportion of the pool, and your proportion of veCRV. That's different for each pool and is 0 in a lot of cases since you're not an LP",,,
7.38E+17,ne1k0,2020/10/26 下午5:42,2020/10/26,yes to your example,,,
5.69E+17,cryptonic.,2020/10/26 下午5:42,2020/10/26,"cool, thanks",,,
2.53E+17,wormholeoracle,2020/10/26 下午5:59,2020/10/26,"> I suggested an ability to lock beyond 4 years where the only benefit was the lack of decay till you go to the 4 year mark. But I think technically this is not feasible.
@ne1k0  Even if it’s not realistic to change the mechanics in the near term, it’s a cool idea for like a Curve v2 down the line",,,
2.53E+17,wormholeoracle,2020/10/26 下午6:01,2020/10/26,"I was also thinking, the decay should allow you to unlock CRV proportionally instead of all at once on the unlock date. If your CRV isn’t working for you, you should have the freedom to withdraw it at any time",,👍 (1),
7.38E+17,ne1k0,2020/10/26 下午6:02,2020/10/26,"I'm not sure how that Works. Say I lock 100CRV for 4 Years, you're saying at year 1 I have 75 veCRV and can withdraw 25 CRV? But then I can just re-lock it and what do I have...I still have 100 CRV for 3 years right?",,,
9.47E+16,jiecut#9734,2020/10/26 下午6:08,2020/10/26,@WormholeOracle Decay doesn't mean you have less CRV working for you. It means you have less at stake because you're not committed for as long.,,,
7.38E+17,ne1k0,2020/10/26 下午6:09,2020/10/26,"Right, because someone who uses 100CRV to create a 3 year lock has the same at stake after your first year. It doesn't mean they can immediately withdraw 1/4 of their initial stake",,,
5.69E+17,cryptonic.,2020/10/26 下午6:41,2020/10/26,"If I deposited into a pool but didnt use the deposit and stake option, where can I later stake my LP tokens?",,,
5.69E+17,cryptonic.,2020/10/26 下午6:48,2020/10/26,found it,,,
7.52E+17,JohnnySokko#3864,2020/10/26 下午6:52,2020/10/26,"> @ne1k0  Even if it’s not realistic to change the mechanics in the near term, it’s a cool idea for like a Curve v2 down the line
@WormholeOracle I really like this idea",,,
5.69E+17,cryptonic.,2020/10/26 下午6:53,2020/10/26,"staking CRV for earning 3Crv, does it matter for how long I lock them for the APY?",,,
7.38E+17,ne1k0,2020/10/26 下午7:01,2020/10/26,"@Cryptonic yes, 4 years is a 1:1 ratio, you can reduce it all the way to 1 week.",,,
5.69E+17,cryptonic.,2020/10/26 下午7:02,2020/10/26,gotcha,,,
5.69E+17,cryptonic.,2020/10/26 下午7:03,2020/10/26,where can I see the earned 3crv LP token?,,,
7.38E+17,ne1k0,2020/10/26 下午7:03,2020/10/26,"no where yet, a lot of it is still sitting as btc fees",,,
5.69E+17,cryptonic.,2020/10/26 下午7:04,2020/10/26,so its a TBD item to display it?,,,
5.69E+17,cryptonic.,2020/10/26 下午7:04,2020/10/26,but its earned already?,,,
7.38E+17,ne1k0,2020/10/26 下午7:05,2020/10/26,"We had a signal vote to choose 3CRV, but it has yet to be approved by the DAO as an official vote. I suspect once the contract to claim it is done in testing and audited it will become an official DAO vote to approve. That will require at least a week to go through the whole voting to enactment process.",,,
7.38E+17,ne1k0,2020/10/26 下午7:05,2020/10/26,"Until then, I *think* all trading fees are still just sitting as native LP assigned to the ""admin fee""",,,
7.38E+17,ne1k0,2020/10/26 下午7:05,2020/10/26,you can see the total amount accumulated at the bottom of the main page.,,,
5.69E+17,cryptonic.,2020/10/26 下午7:06,2020/10/26,any timeline guesstimate when this will be done?,,,
7.38E+17,ne1k0,2020/10/26 下午7:07,2020/10/26,"""soon"" is the answer I and you'll get 🙂",,,
7.38E+17,ne1k0,2020/10/26 下午7:07,2020/10/26,"or possibly ""very soon""...?",,,
5.69E+17,cryptonic.,2020/10/26 下午7:11,2020/10/26,😉,,,
7.38E+17,ne1k0,2020/10/26 下午7:25,2020/10/26,Get off your phone @WormholeOracle and come have a normal conversation.,,,
2.53E+17,wormholeoracle,2020/10/26 下午7:25,2020/10/26,"> I'm not sure how that Works. Say I lock 100CRV for 4 Years, you're saying at year 1 I have 75 veCRV and can withdraw 25 CRV? But then I can just re-lock it and what do I have...I still have 100 CRV for 3 years right?
@ne1k0  oh yeah, so you’d have to set the 75 remaining CRV to a 4 year lock so that this can’t be exploited",,,
2.53E+17,wormholeoracle,2020/10/26 下午7:26,2020/10/26,"Ha no one actually talks to each other anymore, do they?",,,
7.38E+17,ne1k0,2020/10/26 下午7:27,2020/10/26,"Yeah, so someone locks for 2years, then after 1 they claim half...does the other get reset for 2 years? it's just too complicated, i think it could work, but in the end...I'm not sure you're really benefiting",,,
2.53E+17,wormholeoracle,2020/10/26 下午7:28,2020/10/26,Yeah def gets complicated. I’ve just had to resign myself that I’m never seeing my CRV again,,,
7.38E+17,ne1k0,2020/10/26 下午7:28,2020/10/26,This is the way. One day you'll all realize this.,,,
7.38E+17,ne1k0,2020/10/26 下午7:28,2020/10/26,It will either be _sooo_ worthless it's not worth increasing your lock and then you sell it for nothing. or you keep it in perpetuity.,,Curve (2),
7.38E+17,ne1k0,2020/10/26 下午7:34,2020/10/26,"The thing is, selling it requires you to choose something to speculate on; be it USD or BTC or ETH. Regardless, by keeping it (CRV) you're diversifying across all those assets and instead of speculating on any one of their value, you're speculating on the continued demand to swap between them; which i think is a safer bet.",,👍 (2),
2.53E+17,wormholeoracle,2020/10/26 下午7:44,2020/10/26,You’re also betting that Curve will continue being the place where people want to do their swapping,,,
7.38E+17,ne1k0,2020/10/26 下午7:44,2020/10/26,This too; but i imagine if a better place emerges people will move LP there and earn that governance. So I don't consider this a risk,,,
7.38E+17,ne1k0,2020/10/26 下午7:47,2020/10/26,"value will move, but only because everyone moved with it.",,,
4.05E+17,Collin#7715,2020/10/26 下午10:46,2020/10/26,4 years in crypto is like 40 years in real life so....,,,
3.97E+17,__juxx__,2020/10/26 下午11:04,2020/10/26,"hello here, no info following the favorable vote for Pickle's whitelistening? when will the onchain vote take place?",,,
3.97E+17,__juxx__,2020/10/26 下午11:06,2020/10/26,"Surely Yearn-finance's trust in Pickle can help confirm community voting, right?",,,
2.53E+17,wormholeoracle,2020/10/27 上午12:02,2020/10/27,"Team is taking another look at the code after the recent harvest incident and whitelisting vote will go to the DAO. It’ll take a week, and it’s still a contentious vote so not certain it will make it",,,
3.97E+17,__juxx__,2020/10/27 上午12:59,2020/10/27,"Thank you for the answer, even if I never understood why Harvest and Pickle were systematically put in the same basket ... they are 2 very different approaches for me.
Otherwise, it's good to take the time to do things right!
While waiting for the final result I continue to believe that each Curve and Pickle can only bring good mutual benefit",,,
2.53E+17,wormholeoracle,2020/10/27 上午1:04,2020/10/27,"I also think it would be good for both. Get popcorn for the vote, it’ll be a show 🍿",,"👍 (1),🍿 (1)",
3.98E+17,fomofrog,2020/10/27 上午4:02,2020/10/27,The admin fees should be entered into LP to earn interest while waiting to be distributed,,,
1.53E+17,c2tp,2020/10/27 上午4:46,2020/10/27,Can't get them out without a distribution method,,,
3.98E+17,fomofrog,2020/10/27 上午5:56,2020/10/27,I see,,,
3.22E+17,point618,2020/10/27 下午7:47,2020/10/27,https://twitter.com/mikeraymcdonald/status/1321095038529609728?s=20,,,
3.22E+17,point618,2020/10/27 下午7:49,2020/10/27,"in the thread, he says Balancer is also experimenting with zk rollups",,,
2.53E+17,wormholeoracle,2020/10/27 下午7:57,2020/10/27,Cool too bad Synthetix is in the OR camp.,,💯 (1),
7.63E+17,.nagaking,2020/10/27 下午9:21,2020/10/27,"How does everyone feel about the USDN A parameter? Right now its only 100 and pool utilization is very low. Raising A could draw more volume. That said, USDN is very new so its variability and de-peg risk are somewhat unknown. Would people be in favor of raising A to 200? Or leave it alone for now",,,
4.05E+17,Collin#7715,2020/10/27 下午9:39,2020/10/27,does a ZK rollup have full composability with another ZK rollup?,,,
4.05E+17,Collin#7715,2020/10/27 下午10:57,2020/10/27,"@WormholeOracle even a 50-50 split of USDN is also far from ideal. if the trading volume of that pool picks up in the future, then another proposal to reinstate admin fees?",,,
2.53E+17,wormholeoracle,2020/10/27 下午11:02,2020/10/27,what is ideal in your opinion?,,,
4.05E+17,Collin#7715,2020/10/27 下午11:02,2020/10/27,redesign to support interest-bearing tokens,,,
4.05E+17,Collin#7715,2020/10/27 下午11:03,2020/10/27,i am just wondering now if there could be other types of interest-bearing tokens in the future (not just stablecoins),,,
2.53E+17,wormholeoracle,2020/10/27 下午11:05,2020/10/27,"I think probably there will, and I think in those pools there will be care put into handling it properly",,,
2.53E+17,wormholeoracle,2020/10/27 下午11:06,2020/10/27,"The USDN thing isnt really a huge thing, but I hope at least that it teaches us to slow down and think about the unique properties of the coins we list",,💯 (2),
9.47E+16,jiecut#9734,2020/10/28 上午3:53,2020/10/28,@nagaking  USDN A parameter shouldn't be raised. Already quite aggressive. And quite possible for there to be bigger USDN price movements because the peg is so soft.,,👍 (3),
4.16E+17,ziel_ny,2020/10/28 上午3:58,2020/10/28,Is my vote for guage permament or do I have to re-vote every week?,,,
1.53E+17,c2tp,2020/10/28 上午5:47,2020/10/28,"@Maciej the amount you voted with stays so no worries.
if you lock a bunch more you might consider revoting though",,👍 (2),
7.63E+17,.nagaking,2020/10/28 下午12:27,2020/10/28,"> @nagaking  USDN A parameter shouldn't be raised. Already quite aggressive. And quite possible for there to be bigger USDN price movements because the peg is so soft.
@jiecut Thanks. Makes sense to me. In general trying to get a better sense of appropriate A values given expected variability, etc.",,,
3.91E+17,fx8888,2020/10/28 下午9:36,2020/10/28,"Hi 

Anyone heard a new dex did airdrop to vecrv holders?
Where can we claim it ?",,,
5.32E+17,tian7.eth,2020/10/29 上午12:52,2020/10/29,Since veCRV is not a token how to define veCRV holders? The one locking their CRV?,,,
7.38E+17,ne1k0,2020/10/29 上午12:55,2020/10/29,"@tian7.eth veCRV is a hashtable of address'es to a structure that has a {`lock_end`, `crv balance`}.",,,
7.38E+17,ne1k0,2020/10/29 上午12:56,2020/10/29,veCRV is a calculation at any point based on that table for any given address,,👍 (1),
2.66E+17,gunboats69,2020/10/29 上午1:24,2020/10/29,@$FX on Binance Smart Chain,,,
5.32E+17,tian7.eth,2020/10/29 上午2:12,2020/10/29,"> Hi 
> 
> Anyone heard a new dex did airdrop to vecrv holders?
> Where can we claim it ?
@$FX https://twitter.com/CurveFinance/status/1321438502698045441  First I thought this is a scam. Then I find the official twitter about the airdrop",,,
3.91E+17,fx8888,2020/10/29 上午3:24,2020/10/29,"Oh, yes , thanks.",,,
6.28E+17,Magnus#7916,2020/10/29 上午5:37,2020/10/29,Isn't that just a very transparent attempt to steal LPs from Curve? The tokens are basically worthless.,,,
2.66E+17,gunboats69,2020/10/29 上午6:39,2020/10/29,Moving to other chain is one big hassle,,,
5.32E+17,tian7.eth,2020/10/29 上午7:57,2020/10/29,"> Isn't that just a very transparent attempt to steal LPs from Curve? The tokens are basically worthless.
@Magnus  At least I never consider other chain besides Ethereum.",,,
6.28E+17,Magnus#7916,2020/10/29 上午8:02,2020/10/29,"Yeah, not pointing fingers here. And ""steal"" was a strong word - they're advertising their services. In order to attract LPs. From Curve.",,,
3.17E+17,balotelli45,2020/10/29 上午8:26,2020/10/29,Is it worth anything value wise?,,,
3.22E+17,point618,2020/10/29 下午9:34,2020/10/29,"re: new signal vote for CRV buyback machine, are there more details somewhere? What would the machine do with the CRV it buys? It could be a good idea if used properly. Would it be possible to lock the CRV on behalf of the DAO to help self-fund?",,,
4.05E+17,Collin#7715,2020/10/29 下午9:58,2020/10/29,@WormholeOracle what if CRV price increases and exceed 90%?,,,
2.53E+17,wormholeoracle,2020/10/29 下午10:11,2020/10/29,The idea is the DAO owns the CRV that is repurchased so it can be used for literally anything the DAO wants to vote on,,,
2.53E+17,wormholeoracle,2020/10/29 下午10:13,2020/10/29,@billwilliams balancer has some mention of automated buyback machines in their docs under sections about their smart pools (pools owned by a smart contract that can change parameters),,,
2.53E+17,wormholeoracle,2020/10/29 下午10:15,2020/10/29,"> @WormholeOracle what if CRV price increases and exceed 90%?
@Collin  the idea is that the buybacks only happen when the CRV is under 90% of the pool. So if the price increases, it won’t buyback until the amount of fees it accumulates changes the proportion back to < 90% of the pool",,,
3.66E+17,michaeljohnx,2020/10/30 上午2:15,2020/10/30,"are we still on the ""always only 2 weeks away soon"" timeline for admin fee distribution and CRV/ETH rewards pool? Seems like we've gone well over that now",,,
5.08E+17,kendrickllama,2020/10/30 上午2:26,2020/10/30,"pool proxy to distribute admin fees vote is live already, after that theres another vote to finish the distribution set up completely so thats like 7-10 days in total for it to go live",,👍 (2),
5.08E+17,kendrickllama,2020/10/30 上午2:27,2020/10/30,https://dao.curve.fi/vote/ownership/24,,,
3.66E+17,michaeljohnx,2020/10/30 上午2:29,2020/10/30,"lol ok great, so 2 weeks ;P",,😆 (1),
3.66E+17,michaeljohnx,2020/10/30 上午2:30,2020/10/30,"was there ever a breakdown of where that $2bn daily volume came from, was it all Harvest related or something else?",,,
5.32E+17,tian7.eth,2020/10/30 上午5:16,2020/10/30,"> was there ever a breakdown of where that $2bn daily volume came from, was it all Harvest related or something else?
@MJ (🧠,🧠) It was Harvest hack,",,,
1.85E+17,charliecurve,2020/10/30 上午6:49,2020/10/30,Yeah and arbs,,👍 (1),
7.67E+17,johnny_f,2020/10/30 上午10:51,2020/10/30,"wouldnt that CRV buyback machine just change the timing of sells? What would the treasury do with the CRV... if they need to fund a project, either the treasury or the project to be funded need to sell the CRV for actually useful tokens",,,
7.67E+17,johnny_f,2020/10/30 上午10:52,2020/10/30,"and if the bought back CRV would be used to lock, that creates both a voting imbalance and dillutes existing veCRV holders even faster",,,
4.05E+17,Collin#7715,2020/10/30 上午10:52,2020/10/30,@Johnny F those CRV would not be locked,,,
7.67E+17,johnny_f,2020/10/30 上午10:53,2020/10/30,"from the proposal thread by the thread opener: ""Another option would be to vote lock some amount of CRV in the community fund so that it earns fees.""",,,
7.38E+17,ne1k0,2020/10/30 上午10:54,2020/10/30,"That could negatively impact the ability to obtain quorum if the ""admin lock"" can't vote itself",,,
7.38E+17,ne1k0,2020/10/30 上午10:56,2020/10/30,We want all veCRV holders to participate in voting if possible. Creating scenarios where there are whale holders that simply can't/won't vote seems bad,,,
4.05E+17,Collin#7715,2020/10/30 上午10:56,2020/10/30,Quorum is total veCRV or total CRV?,,,
7.38E+17,ne1k0,2020/10/30 上午10:57,2020/10/30,"ve, otherwise we'd never have met a ownership vote yet",,,
7.38E+17,ne1k0,2020/10/30 上午10:57,2020/10/30,it requires 30%,,,
7.38E+17,ne1k0,2020/10/30 上午10:57,2020/10/30,and there's not 30% of all crv locked,,,
7.38E+17,ne1k0,2020/10/30 上午10:58,2020/10/30,If we locked all of the community fund right now with no way for it to intelligently vote fairly...that'd be bad 😐,,,
7.38E+17,ne1k0,2020/10/30 上午10:58,2020/10/30,That's what happened to YAM in a way,,,
7.67E+17,johnny_f,2020/10/30 上午11:01,2020/10/30,"still, ignore the veCRV point for now. Even if the CRV would not be locked, how does it help the CRV price? The CRV still need to be sold to do something with it. So they'll still be sold, just potentially at a different point in time. Does that really help the CRV price decline?",,,
7.38E+17,ne1k0,2020/10/30 上午11:01,2020/10/30,"Plus, it doesn't really do any good for veCRV holders anyways having it earn fees. All it does it dillute the fees they would receive had there not been that much more veCRV to distribute among. it's a zero sum gain",,,
7.38E+17,ne1k0,2020/10/30 上午11:03,2020/10/30,@Johnny F I was only speaking to locking some of the community fund. Having a balancer pool with part of it is a different topic. For that I still prefer the idea of incentivizing a UNI/Mooni pool until Curve itself supports crypto swaps,,,
7.38E+17,ne1k0,2020/10/30 上午11:03,2020/10/30,"I don't like the idea of having the community fund deposited elsewhere until then, but maybe after?",,,
4.05E+17,Collin#7715,2020/10/30 上午11:09,2020/10/30,@Johnny F yes it helps. but i don't really like the idea of growing the community fund,,,
7.67E+17,johnny_f,2020/10/30 上午11:29,2020/10/30,"I see the assurance that it helps, but why? It's not like less CRV are being sold, just at different times now.",,,
2.53E+17,wormholeoracle,2020/10/30 下午12:47,2020/10/30,"It would get sold strategically at a later date to fund ecosystem growth. It helps because the CRV is bought at advantageous prices and while it is held in the treasury, it reduces the outstanding CRV that can be locked, which would potentially dilute fee earnings for all existing veCRV. When it is sold at a later date, it is to fund ecosystem growth so reintroduction into circulation is strategic and not zero sum",,,
2.53E+17,wormholeoracle,2020/10/30 下午12:48,2020/10/30,This is what businesses do all the time because it helps them grow and it’s good for shareholders,,👍 (1),
7.63E+17,.nagaking,2020/10/30 下午12:50,2020/10/30,stock buybacks FTW,,,
2.53E+17,wormholeoracle,2020/10/30 下午12:50,2020/10/30,"The suggestion about locking CRV in the treasury isn’t a good idea. I’m just spitballing ways to make the treasury generate cash flow. You know, it’s great veCRV gets these killer dividends but we need the actual curve “business�?to make money so we can fund things that benefit us collectively",,,
7.38E+17,ne1k0,2020/10/30 下午12:52,2020/10/30,Agreed; I don't think it's currently possible to say tack on another 25% reduction in LP trades and direct to the community fund right?,,,
2.53E+17,wormholeoracle,2020/10/30 下午12:53,2020/10/30,"We would have to relaunch pools I think. I think 50% admin fee can be applied to the pools currently, or maybe that’s been changed in the newer pools",,,
7.63E+17,.nagaking,2020/10/30 下午12:54,2020/10/30,Is it controversial to suggest both LPs and veCRV holders take a small pay cut?,,,
7.38E+17,ne1k0,2020/10/30 下午12:54,2020/10/30,Not as far as I've felt when it's been suggested. There are concerns sure.,,,
7.63E+17,.nagaking,2020/10/30 下午12:55,2020/10/30,In theory veCRV holders could take the full pay-cut. Treating it as an investment in the future value of CRV,,,
2.53E+17,wormholeoracle,2020/10/30 下午1:01,2020/10/30,"VeCRV could take a paycut but turns out when you give people 100%APY and ask if they’re ok with taking some of that away, they don’t go for it",,,
7.63E+17,.nagaking,2020/10/30 下午1:01,2020/10/30,lol,,,
2.53E+17,wormholeoracle,2020/10/30 下午1:01,2020/10/30,"Probably a good thing veCRV couldn’t get 100% fees, we would have voted for it I bet",,,
7.63E+17,.nagaking,2020/10/30 下午1:01,2020/10/30,"hahaha, right?",,,
7.63E+17,.nagaking,2020/10/30 下午1:02,2020/10/30,personally I'd be fine if my veCRV pay went like 10% into DCAing CRV,,,
7.58E+17,teemulau#7395,2020/10/30 下午1:03,2020/10/30,APY should go down to reasonable levels once the market gets even slightly more rational. CRV needs to be bought and locked to get the APY down. 22% CRV locked is a joke and the 78% are making the decision to lose purchasing power by not participating.,,,
7.58E+17,teemulau#7395,2020/10/30 下午1:04,2020/10/30,4 yr lockup incentivises people with long-term mindsets. Speculators are free to hold CRV and pay for the inflation.,,,
7.58E+17,teemulau#7395,2020/10/30 下午1:06,2020/10/30,I'm also completely fine DCAing into CRV until the APY sits at 10% or something. I can't believe the APY has been between 70% - 250% since launch of the admin fees.,,,
7.58E+17,teemulau#7395,2020/10/30 下午1:07,2020/10/30,"This whole thing is currently like a 10 people poker table with 8 people sitting out and letting the anties eat their stack, lol. The only thing is whether to buy a lot now or perhaps at 25, 15, or even 5 cents...",,,
7.38E+17,ne1k0,2020/10/30 下午1:23,2020/10/30,"If you want ownership later versus trade fees now, you may consider supplying it on cream and use borrows on usdt to fold it again. You'll be acrruing CRV there even if it's not earning trading fees now.",,,
7.38E+17,ne1k0,2020/10/30 下午1:24,2020/10/30,You can keep your liquidation at some tolerance and keep a constant supply of new CRV from LPing into cream. If it ever takes a spike in the future you'll be way ahead,,,
7.38E+17,ne1k0,2020/10/30 下午1:26,2020/10/30,"basically lend your CRV now so some can earn these early trading fees, then once trading fees rocket make them buy you back an even larger ownership",,👍 (1),
7.63E+17,.nagaking,2020/10/30 下午2:00,2020/10/30,"ya, thats exactly what I'm doing",,,
7.63E+17,.nagaking,2020/10/30 下午2:01,2020/10/30,"with the caveat that I only use a subpart of my stack for that approach, because I don't know how much I trust Cream",,,
7.63E+17,.nagaking,2020/10/30 下午2:01,2020/10/30,"if Cream becomes more solid, or another place offers high interest CRV borrowing, then this would create a nice CRV ecosystem",,,
7.63E+17,.nagaking,2020/10/30 下午2:03,2020/10/30,Could the DAO lend CRV on Curve??,,,
7.63E+17,.nagaking,2020/10/30 下午2:03,2020/10/30,obviously would take some dev,,,
7.63E+17,.nagaking,2020/10/30 下午2:08,2020/10/30,or alternatively the DAO provides liquidity on the future CRV pool?,,,
2.53E+17,wormholeoracle,2020/10/30 下午2:23,2020/10/30,I’d like to see CRV on Aave.,,,
7.63E+17,.nagaking,2020/10/30 下午2:25,2020/10/30,word,,,
7.52E+17,JohnnySokko#3864,2020/10/30 下午2:26,2020/10/30,Same here,,,
1.85E+17,charliecurve,2020/10/30 下午3:02,2020/10/30,It's gonna happen,,,
1.85E+17,charliecurve,2020/10/30 下午3:02,2020/10/30,in a few weeks probably,,Curve (1),
7.67E+17,johnny_f,2020/10/30 下午3:03,2020/10/30,"> This is what businesses do all the time because it helps them grow and it’s good for shareholders
Yes, but businesses buy back and especially issue shares only very rarely (even TSLA does that two times a year maximum) while CRV issues new CRV at an insane rate every day. It's not really comparable. Companies don't dillute by 50% each year, but maybe 1-3% if they really need to.

The amount of fees generated, assuming you take half from the 0.02% which are intended for veCRV holders, is so small that this won't even make a dent in sell pressure compared to the newly issued CRV.

What I see the effect of the CRV buybacks: temporarily buys with funds which were taken away from veCRV holders, which would otherwise have got them. And then they're held in the fund. So veCRV holders can watch the CRV which were supposed to be for them get less valuable in the fund. If veCRV holders wanted to do this, they already can. This is just a way to *force* them to do it.",,,
7.67E+17,johnny_f,2020/10/30 下午3:05,2020/10/30,"> personally I'd be fine if my veCRV pay went like 10% into DCAing CRV
Then you can already do it, as soon as the claiming of veCRV holders is live. Why force everyone to join?",,,
7.58E+17,teemulau#7395,2020/10/30 下午3:08,2020/10/30,"> Then you can already do it, as soon as the claiming of veCRV holders is live. Why force everyone to join?
@Johnny F This is a good point and the more I think about this the more it makes sense to just issue the ""dividends"" in stablecoins. Perhaps the only thing that would be nice is an automated mechanism for continuous compounding effect for those that intend to use admin fees to lock them asap for more veCRV.",,,
7.67E+17,johnny_f,2020/10/30 下午3:09,2020/10/30,"totally fine with that, as long as it's voluntary",,,
7.58E+17,teemulau#7395,2020/10/30 下午3:09,2020/10/30,"Right now depending on CRV stack size, once a month manual claim + buy CRV + lock achieves reasonably close to continuous compounding already, so this isn't a big issue. But non-optimal, sure.",,,
7.63E+17,.nagaking,2020/10/30 下午3:20,2020/10/30,"> Then you can already do it, as soon as the claiming of veCRV holders is live. Why force everyone to join?
@Johnny F Fair points for sure. I essentially do this already, and wouldn't want to force anyone to do it if they didn't want. However, to the extent that it helps the CRV price, veCRV holders might be interested to do this en masse.",,,
7.63E+17,.nagaking,2020/10/30 下午3:22,2020/10/30,"But I see your points that it may not help the price much at all, so maybe fuck it? Let the market work it out",,,
7.63E+17,.nagaking,2020/10/30 下午3:23,2020/10/30,"@teemulau Ya, doing that works for me. The only down side is that gas fees hurt the smaller stacks more percentage-wise (I think?)",,,
2.53E+17,wormholeoracle,2020/10/30 下午3:48,2020/10/30,"@Johnny F it’s great that veCRV get the privilege of earning fees generated on Curve, but right now there is only 1 way to raise funds to do anything that helps Curve grow: dip into the community fund prestocked with a supply of CRV",,,
2.53E+17,wormholeoracle,2020/10/30 下午3:49,2020/10/30,Eventually that fund will be consumed and we will need to find a way to build it back up again.,,,
7.58E+17,teemulau#7395,2020/10/30 下午3:51,2020/10/30,"> @teemulau Ya, doing that works for me. The only down side is that gas fees hurt the smaller stacks more percentage-wise (I think?)
@nagaking Yes",,,
7.58E+17,teemulau#7395,2020/10/30 下午3:52,2020/10/30,Creating a continuous compounding feature native in the UI helps the fish disproportionately to others,,,
7.63E+17,.nagaking,2020/10/30 下午3:53,2020/10/30,"so, it would actually be an auto-stake feature, correct?",,,
7.63E+17,.nagaking,2020/10/30 下午3:54,2020/10/30,"1) auto-deposit 3CRV earnings into some pool, 2) auto-vote lock CRV emissions",,👍 (1),
7.58E+17,teemulau#7395,2020/10/30 下午3:54,2020/10/30,Yes I think both of those features would be beneficial for everyone in the community.,,,
7.63E+17,.nagaking,2020/10/30 下午3:55,2020/10/30,"yea, that would be lovely",,,
7.58E+17,teemulau#7395,2020/10/30 下午3:55,2020/10/30,I think most of the LPs and long-term veCRV investors are looking to add to their LP/veCRV stack. An automation there would make a lot of sense.,,,
7.58E+17,teemulau#7395,2020/10/30 下午3:55,2020/10/30,Well not the LPs perhaps,,,
7.63E+17,.nagaking,2020/10/30 下午3:55,2020/10/30,absolutely. Ideally you could input a percentage for each,,👍 (1),
7.58E+17,teemulau#7395,2020/10/30 下午3:56,2020/10/30,but some of them,,,
7.63E+17,.nagaking,2020/10/30 下午3:56,2020/10/30,most LPs are at least somewhat invested in veCRV to get the boost,,,
7.56E+17,da_mo__wang,2020/10/31 上午3:20,2020/10/31,"> I'm also completely fine DCAing into CRV until the APY sits at 10% or something. I can't believe the APY has been between 70% - 250% since launch of the admin fees.
@teemulau You need to remember that after one year, we will have about 5~6X more CRV token, if the lock ratio, CRV price, and volume stays the same, then the APY would be about 1/6 of current APY, which should be in a reasonable range.",,,
5.08E+17,kendrickllama,2020/10/31 上午4:31,2020/10/31,"Yeah then you need to remember that other people are buying and hoarding CRV too and people will speculate on future volume, not just `volume stays the same`",,,
5.69E+17,cryptonic.,2020/10/31 上午8:02,2020/10/31,,https://cdn.discordapp.com/attachments/745257323487953036/772067854673117204/unknown.png,,
5.69E+17,cryptonic.,2020/10/31 上午8:02,2020/10/31,"that changed suddenly from yesterday to today from 24% to 34% CRV APY on USDK, while on USDN it stayed identical.
how come?",,,
